,mod5_b,height,wind,diff_h
2969,4,4650,2969,2.0
2970,0,4652,2970,2.0
2971,1,4653,2971,1.0
2972,2,4656,2972,3.0
2973,3,4656,2973,0.0
2974,4,4660,2974,4.0
2975,0,4660,2975,0.0
2976,1,4661,2976,1.0
2977,2,4664,2977,3.0
2978,3,4666,2978,2.0
2979,4,4670,2979,4.0
2980,0,4672,2980,2.0
2981,1,4673,2981,1.0
2982,2,4676,2982,3.0
2983,3,4679,2983,3.0
2984,4,4683,2984,4.0
2985,0,4683,2985,0.0
2986,1,4684,2986,1.0
2987,2,4686,2987,2.0
2988,3,4687,2988,1.0
2989,4,4689,2989,2.0
2990,0,4691,2990,2.0
2991,1,4691,2991,0.0
2992,2,4691,2992,0.0
2993,3,4694,2993,3.0
2994,4,4694,2994,0.0
2995,0,4694,2995,0.0
2996,1,4695,2996,1.0
2997,2,4698,2997,3.0
2998,3,4700,2998,2.0
2999,4,4704,2999,4.0
3000,0,4706,3000,2.0
3001,1,4707,3001,1.0
3002,2,4710,3002,3.0
3003,3,4712,3003,2.0
3004,4,4713,3004,1.0
3005,0,4713,3005,0.0
3006,1,4713,3006,0.0
3007,2,4715,3007,2.0
3008,3,4718,3008,3.0
3009,4,4720,3009,2.0
3010,0,4720,3010,0.0
3011,1,4721,3011,1.0
3012,2,4724,3012,3.0
3013,3,4727,3013,3.0
3014,4,4727,3014,0.0
3015,0,4727,3015,0.0
3016,1,4728,3016,1.0
3017,2,4731,3017,3.0
3018,3,4733,3018,2.0
3019,4,4734,3019,1.0
3020,0,4736,3020,2.0
3021,1,4737,3021,1.0
3022,2,4739,3022,2.0
3023,3,4740,3023,1.0
3024,4,4742,3024,2.0
3025,0,4742,3025,0.0
3026,1,4742,3026,0.0
3027,2,4745,3027,3.0
3028,3,4748,3028,3.0
3029,4,4748,3029,0.0
3030,0,4748,3030,0.0
3031,1,4748,3031,0.0
3032,2,4749,3032,1.0
3033,3,4751,3033,2.0
3034,4,4752,3034,1.0
3035,0,4754,3035,2.0
3036,1,4755,3036,1.0
3037,2,4758,3037,3.0
3038,3,4760,3038,2.0
3039,4,4764,3039,4.0
3040,0,4766,3040,2.0
3041,1,4767,3041,1.0
3042,2,4770,3042,3.0
3043,3,4772,3043,2.0
3044,4,4774,3044,2.0
3045,0,4774,3045,0.0
3046,1,4774,3046,0.0
3047,2,4775,3047,1.0
3048,3,4777,3048,2.0
3049,4,4779,3049,2.0
3050,0,4779,3050,0.0
3051,1,4780,3051,1.0
3052,2,4783,3052,3.0
3053,3,4786,3053,3.0
3054,4,4788,3054,2.0
3055,0,4788,3055,0.0
3056,1,4789,3056,1.0
3057,2,4791,3057,2.0
3058,3,4794,3058,3.0
3059,4,4798,3059,4.0
3060,0,4800,3060,2.0
3061,1,4801,3061,1.0
3062,2,4804,3062,3.0
3063,3,4806,3063,2.0
3064,4,4808,3064,2.0
3065,0,4808,3065,0.0
3066,1,4809,3066,1.0
3067,2,4812,3067,3.0
3068,3,4815,3068,3.0
3069,4,4815,3069,0.0
3070,0,4817,3070,2.0
3071,1,4818,3071,1.0
3072,2,4821,3072,3.0
3073,3,4824,3073,3.0
3074,4,4826,3074,2.0
3075,0,4826,3075,0.0
3076,1,4827,3076,1.0
3077,2,4829,3077,2.0
3078,3,4831,3078,2.0
3079,4,4831,3079,0.0
3080,0,4831,3080,0.0
3081,1,4832,3081,1.0
3082,2,4834,3082,2.0
3083,3,4835,3083,1.0
3084,4,4837,3084,2.0
3085,0,4837,3085,0.0
3086,1,4838,3086,1.0
3087,2,4841,3087,3.0
3088,3,4844,3088,3.0
3089,4,4846,3089,2.0
3090,0,4846,3090,0.0
3091,1,4847,3091,1.0
3092,2,4849,3092,2.0
3093,3,4851,3093,2.0
3094,4,4851,3094,0.0
3095,0,4851,3095,0.0
3096,1,4852,3096,1.0
3097,2,4855,3097,3.0
3098,3,4855,3098,0.0
3099,4,4856,3099,1.0
3100,0,4858,3100,2.0
3101,1,4859,3101,1.0
3102,2,4862,3102,3.0
3103,3,4864,3103,2.0
3104,4,4866,3104,2.0
3105,0,4866,3105,0.0
3106,1,4867,3106,1.0
3107,2,4870,3107,3.0
3108,3,4872,3108,2.0
3109,4,4873,3109,1.0
3110,0,4873,3110,0.0
3111,1,4874,3111,1.0
3112,2,4877,3112,3.0
3113,3,4879,3113,2.0
3114,4,4883,3114,4.0
3115,0,4885,3115,2.0
3116,1,4886,3116,1.0
3117,2,4889,3117,3.0
3118,3,4891,3118,2.0
3119,4,4892,3119,1.0
3120,0,4893,3120,1.0
3121,1,4893,3121,0.0
3122,2,4896,3122,3.0
3123,3,4896,3123,0.0
3124,4,4898,3124,2.0
3125,0,4898,3125,0.0
3126,1,4898,3126,0.0
3127,2,4901,3127,3.0
3128,3,4904,3128,3.0
3129,4,4904,3129,0.0
3130,0,4904,3130,0.0
3131,1,4904,3131,0.0
3132,2,4906,3132,2.0
3133,3,4909,3133,3.0
3134,4,4909,3134,0.0
3135,0,4909,3135,0.0
3136,1,4910,3136,1.0
3137,2,4912,3137,2.0
3138,3,4915,3138,3.0
3139,4,4915,3139,0.0
3140,0,4917,3140,2.0
3141,1,4918,3141,1.0
3142,2,4921,3142,3.0
3143,3,4923,3143,2.0
3144,4,4924,3144,1.0
3145,0,4925,3145,1.0
3146,1,4925,3146,0.0
3147,2,4928,3147,3.0
3148,3,4930,3148,2.0
3149,4,4931,3149,1.0
3150,0,4931,3150,0.0
3151,1,4932,3151,1.0
3152,2,4934,3152,2.0
3153,3,4937,3153,3.0
3154,4,4941,3154,4.0
3155,0,4941,3155,0.0
3156,1,4942,3156,1.0
3157,2,4942,3157,0.0
3158,3,4945,3158,3.0
3159,4,4945,3159,0.0
3160,0,4945,3160,0.0
3161,1,4945,3161,0.0
3162,2,4946,3162,1.0
3163,3,4949,3163,3.0
3164,4,4949,3164,0.0
3165,0,4949,3165,0.0
3166,1,4950,3166,1.0
3167,2,4953,3167,3.0
3168,3,4956,3168,3.0
3169,4,4956,3169,0.0
3170,0,4956,3170,0.0
3171,1,4957,3171,1.0
3172,2,4959,3172,2.0
3173,3,4960,3173,1.0
3174,4,4962,3174,2.0
3175,0,4962,3175,0.0
3176,1,4962,3176,0.0
3177,2,4965,3177,3.0
3178,3,4967,3178,2.0
3179,4,4969,3179,2.0
3180,0,4971,3180,2.0
3181,1,4972,3181,1.0
3182,2,4974,3182,2.0
3183,3,4975,3183,1.0
3184,4,4977,3184,2.0
3185,0,4977,3185,0.0
3186,1,4978,3186,1.0
3187,2,4981,3187,3.0
3188,3,4983,3188,2.0
3189,4,4984,3189,1.0
3190,0,4985,3190,1.0
3191,1,4986,3191,1.0
3192,2,4989,3192,3.0
3193,3,4991,3193,2.0
3194,4,4993,3194,2.0
3195,0,4995,3195,2.0
3196,1,4996,3196,1.0
3197,2,4999,3197,3.0
3198,3,5001,3198,2.0
3199,4,5001,3199,0.0
3200,0,5001,3200,0.0
3201,1,5001,3201,0.0
3202,2,5004,3202,3.0
3203,3,5007,3203,3.0
3204,4,5009,3204,2.0
3205,0,5011,3205,2.0
3206,1,5011,3206,0.0
3207,2,5013,3207,2.0
3208,3,5016,3208,3.0
3209,4,5018,3209,2.0
3210,0,5020,3210,2.0
3211,1,5021,3211,1.0
3212,2,5024,3212,3.0
3213,3,5027,3213,3.0
3214,4,5027,3214,0.0
3215,0,5027,3215,0.0
3216,1,5028,3216,1.0
3217,2,5031,3217,3.0
3218,3,5034,3218,3.0
3219,4,5036,3219,2.0
3220,0,5036,3220,0.0
3221,1,5037,3221,1.0
3222,2,5040,3222,3.0
3223,3,5042,3223,2.0
3224,4,5042,3224,0.0
3225,0,5042,3225,0.0
3226,1,5043,3226,1.0
3227,2,5046,3227,3.0
3228,3,5049,3228,3.0
3229,4,5049,3229,0.0
3230,0,5051,3230,2.0
3231,1,5051,3231,0.0
3232,2,5054,3232,3.0
3233,3,5054,3233,0.0
3234,4,5055,3234,1.0
3235,0,5055,3235,0.0
3236,1,5055,3236,0.0
3237,2,5058,3237,3.0
3238,3,5058,3238,0.0
3239,4,5060,3239,2.0
3240,0,5062,3240,2.0
3241,1,5063,3241,1.0
3242,2,5065,3242,2.0
3243,3,5068,3243,3.0
3244,4,5068,3244,0.0
3245,0,5069,3245,1.0
3246,1,5070,3246,1.0
3247,2,5072,3247,2.0
3248,3,5074,3248,2.0
3249,4,5074,3249,0.0
3250,0,5074,3250,0.0
3251,1,5075,3251,1.0
3252,2,5078,3252,3.0
3253,3,5080,3253,2.0
3254,4,5082,3254,2.0
3255,0,5084,3255,2.0
3256,1,5085,3256,1.0
3257,2,5087,3257,2.0
3258,3,5090,3258,3.0
3259,4,5090,3259,0.0
3260,0,5090,3260,0.0
3261,1,5091,3261,1.0
3262,2,5091,3262,0.0
3263,3,5094,3263,3.0
3264,4,5098,3264,4.0
3265,0,5100,3265,2.0
3266,1,5101,3266,1.0
3267,2,5104,3267,3.0
3268,3,5106,3268,2.0
3269,4,5107,3269,1.0
3270,0,5109,3270,2.0
3271,1,5110,3271,1.0
3272,2,5113,3272,3.0
3273,3,5113,3273,0.0
3274,4,5116,3274,3.0
3275,0,5118,3275,2.0
3276,1,5119,3276,1.0
3277,2,5122,3277,3.0
3278,3,5125,3278,3.0
3279,4,5127,3279,2.0
3280,0,5127,3280,0.0
3281,1,5128,3281,1.0
3282,2,5131,3282,3.0
3283,3,5131,3283,0.0
3284,4,5133,3284,2.0
3285,0,5133,3285,0.0
3286,1,5134,3286,1.0
3287,2,5137,3287,3.0
3288,3,5140,3288,3.0
3289,4,5144,3289,4.0
3290,0,5144,3290,0.0
3291,1,5145,3291,1.0
3292,2,5148,3292,3.0
3293,3,5151,3293,3.0
3294,4,5155,3294,4.0
3295,0,5157,3295,2.0
3296,1,5158,3296,1.0
3297,2,5161,3297,3.0
3298,3,5164,3298,3.0
3299,4,5168,3299,4.0
3300,0,5168,3300,0.0
3301,1,5169,3301,1.0
3302,2,5172,3302,3.0
3303,3,5174,3303,2.0
3304,4,5176,3304,2.0
3305,0,5176,3305,0.0
3306,1,5177,3306,1.0
3307,2,5180,3307,3.0
3308,3,5183,3308,3.0
3309,4,5185,3309,2.0
3310,0,5185,3310,0.0
3311,1,5186,3311,1.0
3312,2,5189,3312,3.0
3313,3,5192,3313,3.0
3314,4,5192,3314,0.0
3315,0,5194,3315,2.0
3316,1,5195,3316,1.0
3317,2,5197,3317,2.0
3318,3,5198,3318,1.0
3319,4,5200,3319,2.0
3320,0,5202,3320,2.0
3321,1,5203,3321,1.0
3322,2,5206,3322,3.0
3323,3,5209,3323,3.0
3324,4,5211,3324,2.0
3325,0,5211,3325,0.0
3326,1,5212,3326,1.0
3327,2,5215,3327,3.0
3328,3,5217,3328,2.0
3329,4,5221,3329,4.0
3330,0,5221,3330,0.0
3331,1,5222,3331,1.0
3332,2,5224,3332,2.0
3333,3,5227,3333,3.0
3334,4,5227,3334,0.0
3335,0,5228,3335,1.0
3336,1,5228,3336,0.0
3337,2,5231,3337,3.0
3338,3,5234,3338,3.0
3339,4,5238,3339,4.0
3340,0,5238,3340,0.0
3341,1,5239,3341,1.0
3342,2,5242,3342,3.0
3343,3,5244,3343,2.0
3344,4,5248,3344,4.0
3345,0,5248,3345,0.0
3346,1,5249,3346,1.0
3347,2,5252,3347,3.0
3348,3,5255,3348,3.0
3349,4,5255,3349,0.0
3350,0,5255,3350,0.0
3351,1,5256,3351,1.0
3352,2,5258,3352,2.0
3353,3,5259,3353,1.0
3354,4,5263,3354,4.0
3355,0,5263,3355,0.0
3356,1,5264,3356,1.0
3357,2,5267,3357,3.0
3358,3,5270,3358,3.0
3359,4,5272,3359,2.0
3360,0,5274,3360,2.0
3361,1,5275,3361,1.0
3362,2,5277,3362,2.0
3363,3,5278,3363,1.0
3364,4,5281,3364,3.0
3365,0,5283,3365,2.0
3366,1,5283,3366,0.0
3367,2,5286,3367,3.0
3368,3,5286,3368,0.0
3369,4,5286,3369,0.0
3370,0,5287,3370,1.0
3371,1,5288,3371,1.0
3372,2,5289,3372,1.0
3373,3,5291,3373,2.0
3374,4,5295,3374,4.0
3375,0,5295,3375,0.0
3376,1,5296,3376,1.0
3377,2,5299,3377,3.0
3378,3,5301,3378,2.0
3379,4,5301,3379,0.0
3380,0,5301,3380,0.0
3381,1,5302,3381,1.0
3382,2,5304,3382,2.0
3383,3,5307,3383,3.0
3384,4,5309,3384,2.0
3385,0,5309,3385,0.0
3386,1,5310,3386,1.0
3387,2,5313,3387,3.0
3388,3,5316,3388,3.0
3389,4,5316,3389,0.0
3390,0,5316,3390,0.0
3391,1,5317,3391,1.0
3392,2,5319,3392,2.0
3393,3,5322,3393,3.0
3394,4,5324,3394,2.0
3395,0,5326,3395,2.0
3396,1,5326,3396,0.0
3397,2,5328,3397,2.0
3398,3,5330,3398,2.0
3399,4,5330,3399,0.0
3400,0,5332,3400,2.0
3401,1,5332,3401,0.0
3402,2,5335,3402,3.0
3403,3,5338,3403,3.0
3404,4,5338,3404,0.0
3405,0,5338,3405,0.0
3406,1,5338,3406,0.0
3407,2,5340,3407,2.0
3408,3,5341,3408,1.0
3409,4,5343,3409,2.0
3410,0,5343,3410,0.0
3411,1,5344,3411,1.0
3412,2,5346,3412,2.0
3413,3,5347,3413,1.0
3414,4,5349,3414,2.0
3415,0,5349,3415,0.0
3416,1,5350,3416,1.0
3417,2,5353,3417,3.0
3418,3,5353,3418,0.0
3419,4,5357,3419,4.0
3420,0,5357,3420,0.0
3421,1,5358,3421,1.0
3422,2,5360,3422,2.0
3423,3,5362,3423,2.0
3424,4,5366,3424,4.0
3425,0,5366,3425,0.0
3426,1,5367,3426,1.0
3427,2,5369,3427,2.0
3428,3,5370,3428,1.0
3429,4,5372,3429,2.0
3430,0,5372,3430,0.0
3431,1,5372,3431,0.0
3432,2,5374,3432,2.0
3433,3,5376,3433,2.0
3434,4,5377,3434,1.0
3435,0,5378,3435,1.0
3436,1,5379,3436,1.0
3437,2,5382,3437,3.0
3438,3,5384,3438,2.0
3439,4,5386,3439,2.0
3440,0,5386,3440,0.0
3441,1,5387,3441,1.0
3442,2,5390,3442,3.0
3443,3,5393,3443,3.0
3444,4,5395,3444,2.0
3445,0,5397,3445,2.0
3446,1,5398,3446,1.0
3447,2,5400,3447,2.0
3448,3,5403,3448,3.0
3449,4,5403,3449,0.0
3450,0,5404,3450,1.0
3451,1,5405,3451,1.0
3452,2,5408,3452,3.0
3453,3,5411,3453,3.0
3454,4,5411,3454,0.0
3455,0,5413,3455,2.0
3456,1,5413,3456,0.0
3457,2,5415,3457,2.0
3458,3,5418,3458,3.0
3459,4,5418,3459,0.0
3460,0,5420,3460,2.0
3461,1,5421,3461,1.0
3462,2,5424,3462,3.0
3463,3,5426,3463,2.0
3464,4,5430,3464,4.0
3465,0,5432,3465,2.0
3466,1,5433,3466,1.0
3467,2,5436,3467,3.0
3468,3,5439,3468,3.0
3469,4,5439,3469,0.0
3470,0,5439,3470,0.0
3471,1,5440,3471,1.0
3472,2,5443,3472,3.0
3473,3,5443,3473,0.0
3474,4,5447,3474,4.0
3475,0,5447,3475,0.0
3476,1,5448,3476,1.0
3477,2,5448,3477,0.0
3478,3,5451,3478,3.0
3479,4,5452,3479,1.0
3480,0,5453,3480,1.0
3481,1,5454,3481,1.0
3482,2,5457,3482,3.0
3483,3,5460,3483,3.0
3484,4,5462,3484,2.0
3485,0,5462,3485,0.0
3486,1,5463,3486,1.0
3487,2,5465,3487,2.0
3488,3,5466,3488,1.0
3489,4,5466,3489,0.0
3490,0,5468,3490,2.0
3491,1,5469,3491,1.0
3492,2,5472,3492,3.0
3493,3,5475,3493,3.0
3494,4,5475,3494,0.0
3495,0,5475,3495,0.0
3496,1,5475,3496,0.0
3497,2,5477,3497,2.0
3498,3,5479,3498,2.0
3499,4,5481,3499,2.0
3500,0,5481,3500,0.0
3501,1,5482,3501,1.0
3502,2,5485,3502,3.0
3503,3,5487,3503,2.0
3504,4,5491,3504,4.0
3505,0,5493,3505,2.0
3506,1,5494,3506,1.0
3507,2,5496,3507,2.0
3508,3,5499,3508,3.0
3509,4,5503,3509,4.0
3510,0,5503,3510,0.0
3511,1,5504,3511,1.0
3512,2,5506,3512,2.0
3513,3,5508,3513,2.0
3514,4,5510,3514,2.0
3515,0,5510,3515,0.0
3516,1,5510,3516,0.0
3517,2,5512,3517,2.0
3518,3,5515,3518,3.0
3519,4,5517,3519,2.0
3520,0,5517,3520,0.0
3521,1,5518,3521,1.0
3522,2,5521,3522,3.0
3523,3,5523,3523,2.0
3524,4,5527,3524,4.0
3525,0,5529,3525,2.0
3526,1,5530,3526,1.0
3527,2,5532,3527,2.0
3528,3,5533,3528,1.0
3529,4,5537,3529,4.0
3530,0,5537,3530,0.0
3531,1,5538,3531,1.0
3532,2,5541,3532,3.0
3533,3,5544,3533,3.0
3534,4,5548,3534,4.0
3535,0,5548,3535,0.0
3536,1,5548,3536,0.0
3537,2,5548,3537,0.0
3538,3,5551,3538,3.0
3539,4,5551,3539,0.0
3540,0,5551,3540,0.0
3541,1,5552,3541,1.0
3542,2,5553,3542,1.0
3543,3,5555,3543,2.0
3544,4,5556,3544,1.0
3545,0,5558,3545,2.0
3546,1,5559,3546,1.0
3547,2,5562,3547,3.0
3548,3,5564,3548,2.0
3549,4,5565,3549,1.0
3550,0,5565,3550,0.0
3551,1,5565,3551,0.0
3552,2,5568,3552,3.0
3553,3,5570,3553,2.0
3554,4,5572,3554,2.0
3555,0,5574,3555,2.0
3556,1,5575,3556,1.0
3557,2,5578,3557,3.0
3558,3,5580,3558,2.0
3559,4,5584,3559,4.0
3560,0,5584,3560,0.0
3561,1,5585,3561,1.0
3562,2,5588,3562,3.0
3563,3,5591,3563,3.0
3564,4,5593,3564,2.0
3565,0,5593,3565,0.0
3566,1,5594,3566,1.0
3567,2,5597,3567,3.0
3568,3,5597,3568,0.0
3569,4,5600,3569,3.0
3570,0,5602,3570,2.0
3571,1,5603,3571,1.0
3572,2,5606,3572,3.0
3573,3,5609,3573,3.0
3574,4,5613,3574,4.0
3575,0,5613,3575,0.0
3576,1,5613,3576,0.0
3577,2,5613,3577,0.0
3578,3,5616,3578,3.0
3579,4,5616,3579,0.0
3580,0,5617,3580,1.0
3581,1,5617,3581,0.0
3582,2,5620,3582,3.0
3583,3,5620,3583,0.0
3584,4,5622,3584,2.0
3585,0,5622,3585,0.0
3586,1,5623,3586,1.0
3587,2,5626,3587,3.0
3588,3,5629,3588,3.0
3589,4,5629,3589,0.0
3590,0,5629,3590,0.0
3591,1,5630,3591,1.0
3592,2,5633,3592,3.0
3593,3,5636,3593,3.0
3594,4,5636,3594,0.0
3595,0,5638,3595,2.0
3596,1,5639,3596,1.0
3597,2,5641,3597,2.0
3598,3,5644,3598,3.0
3599,4,5644,3599,0.0
3600,0,5644,3600,0.0
3601,1,5645,3601,1.0
3602,2,5648,3602,3.0
3603,3,5651,3603,3.0
3604,4,5653,3604,2.0
3605,0,5653,3605,0.0
3606,1,5654,3606,1.0
3607,2,5654,3607,0.0
3608,3,5657,3608,3.0
3609,4,5657,3609,0.0
3610,0,5657,3610,0.0
3611,1,5658,3611,1.0
3612,2,5660,3612,2.0
3613,3,5661,3613,1.0
3614,4,5663,3614,2.0
3615,0,5663,3615,0.0
3616,1,5663,3616,0.0
3617,2,5666,3617,3.0
3618,3,5669,3618,3.0
3619,4,5669,3619,0.0
3620,0,5671,3620,2.0
3621,1,5672,3621,1.0
3622,2,5675,3622,3.0
3623,3,5678,3623,3.0
3624,4,5680,3624,2.0
3625,0,5680,3625,0.0
3626,1,5681,3626,1.0
3627,2,5684,3627,3.0
3628,3,5686,3628,2.0
3629,4,5688,3629,2.0
3630,0,5690,3630,2.0
3631,1,5691,3631,1.0
3632,2,5693,3632,2.0
3633,3,5696,3633,3.0
3634,4,5696,3634,0.0
3635,0,5697,3635,1.0
3636,1,5697,3636,0.0
3637,2,5700,3637,3.0
3638,3,5702,3638,2.0
3639,4,5702,3639,0.0
3640,0,5702,3640,0.0
3641,1,5703,3641,1.0
3642,2,5706,3642,3.0
3643,3,5708,3643,2.0
3644,4,5709,3644,1.0
3645,0,5711,3645,2.0
3646,1,5712,3646,1.0
3647,2,5714,3647,2.0
3648,3,5717,3648,3.0
3649,4,5717,3649,0.0
3650,0,5717,3650,0.0
3651,1,5718,3651,1.0
3652,2,5721,3652,3.0
3653,3,5724,3653,3.0
3654,4,5724,3654,0.0
3655,0,5724,3655,0.0
3656,1,5725,3656,1.0
3657,2,5727,3657,2.0
3658,3,5728,3658,1.0
3659,4,5730,3659,2.0
3660,0,5730,3660,0.0
3661,1,5731,3661,1.0
3662,2,5733,3662,2.0
3663,3,5734,3663,1.0
3664,4,5736,3664,2.0
3665,0,5736,3665,0.0
3666,1,5737,3666,1.0
3667,2,5740,3667,3.0
3668,3,5742,3668,2.0
3669,4,5744,3669,2.0
3670,0,5744,3670,0.0
3671,1,5744,3671,0.0
3672,2,5746,3672,2.0
3673,3,5749,3673,3.0
3674,4,5751,3674,2.0
3675,0,5751,3675,0.0
3676,1,5752,3676,1.0
3677,2,5755,3677,3.0
3678,3,5757,3678,2.0
3679,4,5761,3679,4.0
3680,0,5763,3680,2.0
3681,1,5764,3681,1.0
3682,2,5767,3682,3.0
3683,3,5769,3683,2.0
3684,4,5771,3684,2.0
3685,0,5773,3685,2.0
3686,1,5774,3686,1.0
3687,2,5776,3687,2.0
3688,3,5777,3688,1.0
3689,4,5779,3689,2.0
3690,0,5781,3690,2.0
3691,1,5782,3691,1.0
3692,2,5785,3692,3.0
3693,3,5787,3693,2.0
3694,4,5787,3694,0.0
3695,0,5789,3695,2.0
3696,1,5789,3696,0.0
3697,2,5789,3697,0.0
3698,3,5792,3698,3.0
3699,4,5793,3699,1.0
3700,0,5793,3700,0.0
3701,1,5793,3701,0.0
3702,2,5796,3702,3.0
3703,3,5798,3703,2.0
3704,4,5800,3704,2.0
3705,0,5800,3705,0.0
3706,1,5801,3706,1.0
3707,2,5804,3707,3.0
3708,3,5806,3708,2.0
3709,4,5808,3709,2.0
3710,0,5808,3710,0.0
3711,1,5809,3711,1.0
3712,2,5811,3712,2.0
3713,3,5814,3713,3.0
3714,4,5814,3714,0.0
3715,0,5814,3715,0.0
3716,1,5815,3716,1.0
3717,2,5816,3717,1.0
3718,3,5818,3718,2.0
3719,4,5820,3719,2.0
3720,0,5822,3720,2.0
3721,1,5823,3721,1.0
3722,2,5826,3722,3.0
3723,3,5829,3723,3.0
3724,4,5831,3724,2.0
3725,0,5833,3725,2.0
3726,1,5834,3726,1.0
3727,2,5837,3727,3.0
3728,3,5840,3728,3.0
3729,4,5840,3729,0.0
3730,0,5840,3730,0.0
3731,1,5841,3731,1.0
3732,2,5843,3732,2.0
3733,3,5846,3733,3.0
3734,4,5848,3734,2.0
3735,0,5848,3735,0.0
3736,1,5849,3736,1.0
3737,2,5849,3737,0.0
3738,3,5852,3738,3.0
3739,4,5852,3739,0.0
3740,0,5852,3740,0.0
3741,1,5852,3741,0.0
3742,2,5854,3742,2.0
3743,3,5857,3743,3.0
3744,4,5857,3744,0.0
3745,0,5857,3745,0.0
3746,1,5858,3746,1.0
3747,2,5861,3747,3.0
3748,3,5864,3748,3.0
3749,4,5868,3749,4.0
3750,0,5868,3750,0.0
3751,1,5868,3751,0.0
3752,2,5868,3752,0.0
3753,3,5871,3753,3.0
3754,4,5871,3754,0.0
3755,0,5871,3755,0.0
3756,1,5872,3756,1.0
3757,2,5875,3757,3.0
3758,3,5878,3758,3.0
3759,4,5878,3759,0.0
3760,0,5878,3760,0.0
3761,1,5878,3761,0.0
3762,2,5880,3762,2.0
3763,3,5880,3763,0.0
3764,4,5882,3764,2.0
3765,0,5882,3765,0.0
3766,1,5883,3766,1.0
3767,2,5886,3767,3.0
3768,3,5889,3768,3.0
3769,4,5889,3769,0.0
3770,0,5891,3770,2.0
3771,1,5892,3771,1.0
3772,2,5895,3772,3.0
3773,3,5897,3773,2.0
3774,4,5899,3774,2.0
3775,0,5899,3775,0.0
3776,1,5900,3776,1.0
3777,2,5903,3777,3.0
3778,3,5906,3778,3.0
3779,4,5908,3779,2.0
3780,0,5908,3780,0.0
3781,1,5909,3781,1.0
3782,2,5912,3782,3.0
3783,3,5912,3783,0.0
3784,4,5915,3784,3.0
3785,0,5915,3785,0.0
3786,1,5915,3786,0.0
3787,2,5918,3787,3.0
3788,3,5921,3788,3.0
3789,4,5921,3789,0.0
3790,0,5921,3790,0.0
3791,1,5922,3791,1.0
3792,2,5925,3792,3.0
3793,3,5925,3793,0.0
3794,4,5926,3794,1.0
3795,0,5928,3795,2.0
3796,1,5928,3796,0.0
3797,2,5931,3797,3.0
3798,3,5931,3798,0.0
3799,4,5933,3799,2.0
3800,0,5933,3800,0.0
3801,1,5934,3801,1.0
3802,2,5937,3802,3.0
3803,3,5939,3803,2.0
3804,4,5941,3804,2.0
3805,0,5941,3805,0.0
3806,1,5942,3806,1.0
3807,2,5944,3807,2.0
3808,3,5945,3808,1.0
3809,4,5947,3809,2.0
3810,0,5947,3810,0.0
3811,1,5948,3811,1.0
3812,2,5951,3812,3.0
3813,3,5951,3813,0.0
3814,4,5953,3814,2.0
3815,0,5953,3815,0.0
3816,1,5954,3816,1.0
3817,2,5956,3817,2.0
3818,3,5957,3818,1.0
3819,4,5960,3819,3.0
3820,0,5960,3820,0.0
3821,1,5961,3821,1.0
3822,2,5963,3822,2.0
3823,3,5964,3823,1.0
3824,4,5966,3824,2.0
3825,0,5966,3825,0.0
3826,1,5967,3826,1.0
3827,2,5969,3827,2.0
3828,3,5971,3828,2.0
3829,4,5973,3829,2.0
3830,0,5973,3830,0.0
3831,1,5974,3831,1.0
3832,2,5977,3832,3.0
3833,3,5980,3833,3.0
3834,4,5984,3834,4.0
3835,0,5984,3835,0.0
3836,1,5985,3836,1.0
3837,2,5988,3837,3.0
3838,3,5991,3838,3.0
3839,4,5991,3839,0.0
3840,0,5993,3840,2.0
3841,1,5994,3841,1.0
3842,2,5995,3842,1.0
3843,3,5997,3843,2.0
3844,4,5998,3844,1.0
3845,0,5998,3845,0.0
3846,1,5999,3846,1.0
3847,2,6001,3847,2.0
3848,3,6004,3848,3.0
3849,4,6004,3849,0.0
3850,0,6006,3850,2.0
3851,1,6007,3851,1.0
3852,2,6010,3852,3.0
3853,3,6010,3853,0.0
3854,4,6014,3854,4.0
3855,0,6014,3855,0.0
3856,1,6015,3856,1.0
3857,2,6018,3857,3.0
3858,3,6021,3858,3.0
3859,4,6021,3859,0.0
3860,0,6023,3860,2.0
3861,1,6024,3861,1.0
3862,2,6027,3862,3.0
3863,3,6029,3863,2.0
3864,4,6031,3864,2.0
3865,0,6031,3865,0.0
3866,1,6032,3866,1.0
3867,2,6035,3867,3.0
3868,3,6038,3868,3.0
3869,4,6040,3869,2.0
3870,0,6042,3870,2.0
3871,1,6043,3871,1.0
3872,2,6045,3872,2.0
3873,3,6048,3873,3.0
3874,4,6052,3874,4.0
3875,0,6052,3875,0.0
3876,1,6053,3876,1.0
3877,2,6056,3877,3.0
3878,3,6058,3878,2.0
3879,4,6060,3879,2.0
3880,0,6060,3880,0.0
3881,1,6060,3881,0.0
3882,2,6061,3882,1.0
3883,3,6063,3883,2.0
3884,4,6065,3884,2.0
3885,0,6067,3885,2.0
3886,1,6067,3886,0.0
3887,2,6067,3887,0.0
3888,3,6070,3888,3.0
3889,4,6070,3889,0.0
3890,0,6072,3890,2.0
3891,1,6072,3891,0.0
3892,2,6074,3892,2.0
3893,3,6077,3893,3.0
3894,4,6077,3894,0.0
3895,0,6077,3895,0.0
3896,1,6078,3896,1.0
3897,2,6081,3897,3.0
3898,3,6083,3898,2.0
3899,4,6085,3899,2.0
3900,0,6085,3900,0.0
